review_id,nm_id,category_id,full_text,review_rating,prediction_id,aspect_source,system_aspect_name,gold_aspect_name,gold_rating,predicted_rating,manual_sentiment_decision_norm,comment,pred_round,abs_error,signed_error,round_abs_error,gold_direction,pred_direction,wrong_polarity,strong_wrong_polarity,too_low,too_high,large_too_low,large_too_high,error_type
ym_6bac9620e99ec487_0032,1526918294,services,"Персонал вежливый, можно покушать в кафе. Зал ожидания большой и комфортный. Регистрацию проходишь быстро. Очередь только при проходе рамок, на входе.",5.0,1bf78d11695ccff5,discovery,небольшой зал,Удобство,5.0,1.039003826212138,OK,Зал большой и комфортный.,1,3.960996173787862,-3.960996173787862,4.0,positive,negative,True,True,True,False,True,False,strong_wrong_polarity
kgAE6XRsFS4Az0DkwUPz,165234215,physical_goods,"Достоинства: Закидывает хорошо,хорошая комплектация. Быстрая доставка.
Недостатки: Пошла трещина , хотя пользовалась мало. Это печально.",4.0,5aad3ab9836fef15,discovery,норм профи,Комплектация,5.0,1.0410112827084959,WRONG_POLARITY,Оценка 1.04 не соответствует реальной 5.0.,1,3.958988717291504,-3.958988717291504,4.0,positive,negative,True,True,True,False,True,False,strong_wrong_polarity
ym_d10d43403383bcab_0065,1733494834,services,"Не самый удобный вокзал и по расположению и по структуре… но вполне возможно использовать, так как билеты оттуда и на него значительно дешевле.",4.0,952b78cdaf4ff8ee,discovery,поезда,Цена,5.0,1.042002510977909,WRONG_POLARITY,Речь про дешевые билеты.,1,3.957997489022091,-3.957997489022091,4.0,positive,negative,True,True,True,False,True,False,strong_wrong_polarity
ym_6bac9620e99ec487_0024,1526918294,services,"Хороший аэропорт. Большой и современный.  Нет комнаты матери и ребенка и каких-то развлечений для детей. 3 часа ожидания были тяжелыми😄\nМного кафе и магазинов - и на втором этаже) \nЦены высокие на все:) бутылка воды 0,5 от 150 руб, чипсы принглс 650😜\nА так все здорово! Рейсов много, народу тоже",5.0,f290f5141f1ba964,vocab,Цена,Цена,1.0,4.946009521197993,TOO_HIGH,"В тексте цены высокие (негатив), оценка системы завышена.",5,3.9460095211979933,3.9460095211979933,4.0,negative,positive,True,True,False,True,False,True,strong_wrong_polarity
ym_dcfc1c3c2862c040_0036,1809358565,hospitality,"Ходила постоянно, пока здоровая была и все очень нравилось. Карту приобретала на год и радовалась . Потом стала инвалидом колясочником и все, путь в это место мне заказан. \nЛифт с парковки -закрыт !!! Остались только лестницы для здоровых, инвалиды -идите домой…\nНу, допустим со скандалом, заставишь открыть лифт. Попадаем во внутрь и? Ничего для инвалидов , не предусмотрено. Проезд из душевой в бассейн -непреодолимое препятствие .\nИ даже , если попасть в термы, там ждет очередное разочарование - ступеньки в бассейн. Подъемника для бассейна -нет. \nСпасибо ,Мореон, что заботишься о здоровых , а на инвалидов наплевать.\nЕсли Вы не инвалид, там райское место, персонал -отличный, все чисто, аккуратно, бани как положено на любой диапазон температуры, народу только всегда много, ну, это потому что там хорошо.",1.0,a39e62767ea0c5ec,discovery,бассейн,Бассейн,1.0,4.944607559620636,WRONG_POLARITY,"Отзыв о бассейне негативный, система завысила оценку.",5,3.9446075596206356,3.9446075596206356,4.0,negative,positive,True,True,False,True,False,True,strong_wrong_polarity
ym_c59de42a475ceefe_0031,1504973191,hospitality,"Ездила с ребенком погулять на ВДНХ. Для этой задачи гостиница отлично расположена, красивый вид.\nВ номере стандарт советская мебель, но достаточно чисто. Сантехника нормальная, постельное белье тоже.\nУжасные матрасы - торчат пружины, впиваются в бока, спать невозможно. \nПолотенца старые, торчат нитки.\nШведский стол приемлемый, все есть, но по разнообразию это 3 звезды, а не 4.\nПерсонал гостиницы вежливый, приветливый, на завтрак все очень быстро приносят, сразу реагируют на просьбы.\nЗа двое суток в нашем номере не вынесли мусор даже после того, как мы повесили табличку с просьбой об уборке.\n\nВ целом, если заставить персонал заменить матрасы, то для короткой остановки на ВДНХ вполне подходящая гостиница",3.0,f452401f1da85c65,vocab,Чистота,Уборка,1.0,4.94082766759675,WRONG_POLARITY,"Мусор не выносили, система выдала 4.9.",5,3.94082766759675,3.94082766759675,4.0,negative,positive,True,True,False,True,False,True,strong_wrong_polarity
sojbJ4MHeJlattT0vyZj,619500952,physical_goods,"Достоинства: Эффект
Недостатки: Нет
Экономичен ,развели по инструкции,хватило обработать все поверхности.еще осталось средство.выводили мошек в кухне .посмотрим .пока новых нет",5.0,0fcd684a4c5154d3,discovery,мощный эффект,Эффективность,5.0,1.0629085819236934,,,1,3.9370914180763066,-3.9370914180763066,4.0,positive,negative,True,True,True,False,True,False,strong_wrong_polarity
zjogFydM8X0QhNE767Y1,165234215,physical_goods,"Достоинства: Приманки нормальные
Недостатки: Щука клюнула сразу сломалось но щуку подсаком вытянули 5.05 кг
И  катушка в первый день сломалась когда поклёвка была",1.0,e1bfeb5f8370dc1d,discovery,леска,Приманка,5.0,1.0669850357808173,WRONG_POLARITY,"Система выделила приманку, но сильно занизила оценку.",1,3.9330149642191827,-3.9330149642191827,4.0,positive,negative,True,True,True,False,True,False,strong_wrong_polarity
ym_c59de42a475ceefe_0040,1504973191,hospitality,"Все чисто, персонал очень доброжелателен, жили на 6 этаже, вид из окна это просто нечно! Заселились сразу по приезду, не ждали даже 14.00, завтраки очень вкусные и еды много хватало всем",5.0,0eb397fe4e188682,discovery,окна,Вид,5.0,1.0678866007365286,WRONG_POLARITY,"Отличный вид, а система дала 1.0.",1,3.9321133992634714,-3.9321133992634714,4.0,positive,negative,True,True,True,False,True,False,strong_wrong_polarity
ym_dcfc1c3c2862c040_0084,1809358565,hospitality,"Отличный отдых для всей семьи. Аквапарк большой, много горок для взрослых и детей. Чисто, не дорогой фуд корт.",5.0,43810db2d140839d,vocab,Цена,Цена,5.0,1.06973687838763,WRONG_POLARITY,"Система уловила слово 'дорогой', но пропустила 'не', перепутав полярность.",1,3.93026312161237,-3.93026312161237,4.0,positive,negative,True,True,True,False,True,False,strong_wrong_polarity
ym_c59de42a475ceefe_0024,1504973191,hospitality,"Был несколько раз в номере стандарт. Кровать двухспальную получить тяжело, практически всегда заняты, зато 2 одноместных кровати пожалуйста. Ремонта в номерах не было давно уже, со времён СССР, кровати бывают или каменные или супермягкие, номеров много, этажи на выбор. Завтрак включен- шведский стол, очень неплохо, если за деньги то 950р обед и ужин. Кафе внизу больше пивные, чем кафе. Клуб в подвале отстой. Цена зато небольшая по Московским меркам.",4.0,a7b5b528c8b5af2c,vocab,Цена,Цена,5.0,1.0703370040282607,WRONG_POLARITY,"Система выдала низкую оценку, хотя отзыв позитивен по части цены.",1,3.9296629959717393,-3.9296629959717393,4.0,positive,negative,True,True,True,False,True,False,strong_wrong_polarity
ym_dcfc1c3c2862c040_0003,1809358565,hospitality,"Утром в будни более менее людей не очень много, ближе к 4 пробки до лестницы. По сути для взрослых 5 горок - красная, жёлтая, черная, плюс смыв в унитаз и горка с боди. Бассейн 1,2 м. Продакшн хорошо поработали - фото супер, но по сути парк крайне аленький. Большинство отзывав на сайте сильно приувеличены. Цены конские. Парк на один раз. Спа и бани норм, понравилось.",4.0,63fb435a40c94c85,vocab,Цена,Цена,1.0,4.921593533828855,WRONG_POLARITY,"Цены конские, система дала позитивную оценку.",5,3.9215935338288546,3.9215935338288546,4.0,negative,positive,True,True,False,True,False,True,strong_wrong_polarity
ym_6bac9620e99ec487_0053,1526918294,services,"Аэропорт очень маленький. Достаточно свежей постройки. Внутри душно. Очень мало мест для отдыха и ожидания. Регистрация на рейс СТРОГО за 2 часа. Раньше можно не приезжать. В зоне досмотра горы бутылок с водой, которые всё оставляют и никто не убирает. В зоне вылета ужасный туалет. В магазинах внутри аэропорта очень высокие цены, даже по сравнению с Москвой.",1.0,a2074004f6f1ba7a,vocab,Цена,Цена,1.0,4.915739316900726,WRONG_POLARITY,"Найден, но оценка позитивная вместо негативной.",5,3.9157393169007264,3.9157393169007264,4.0,negative,positive,True,True,False,True,False,True,strong_wrong_polarity
xX9Ql4wBpaHl1Lsbp1_1,54581151,physical_goods,"Села писать восторженный отзыв и увидела перебитую переносицу Жрицы. 🥺  это скорее всего случилось при транспортировке, поскольку приехала колода лишь плёнке и всё. Даже паль приезжала в коробочке картонной , а тут издательство не удосужилось упаковать сие великолепие  надёжнее во избежание травм. 😔 Минус 🎖️ за Жрицу🫵
В целом всё хорошо, даже отлично. ✊",4.0,bb6689e2b15d925a,vocab,Безопасность,Упаковка,1.0,4.915276462677866,WRONG_POLARITY,Система перепутала оценку.,5,3.915276462677866,3.915276462677866,4.0,negative,positive,True,True,False,True,False,True,strong_wrong_polarity
ym_d10d43403383bcab_0054,1733494834,services,"Это лично моë впечатление от увиденного. Оценка не связана с безопасностью, она там на высоте, работники досмотровые мероприятия выполняют чëтко. За это 5+. С чем связана данная оценка спросите тогда меня Вы? Я провожал родственников на поезд поздней ночью, с этого вокзала первый раз. Посмотрев на табло, определились с платформой, прошли к месту ожидания. Так как этот вокзал промежуточный, я спустился на платформу заранее, что бы разобраться куда направляться по приезду поезда, всë таки вагонов в нëм 15 или больше, не хотелось давать спринт по узкой платформе, да и ещё когда начнëтся посадка. В момент посадки, с другими отъезжающими можно не разминуться и это был не час пик, а глубокая ночь. Спустившись, обратил внимание, что на протяжении всей платформы имеются цыфровые табло с надписью, под которыми должны загораться цыфры с номером соответствующего вагона, это меня успокоило и я поднялся в помещение ожидания. Подходило время прибытия поезда, указанное на табло, но объявления о поезде не последовало, решили спуститься на пару минут раньше и каково же было мне изумление, что поезд уже стоял на пероне. Стоянка составляла 15минут, я судорожно вглядываюсь в таблички, на которых должна была высветиться номерами вагонов, но не тут то было...... Пришлось по старинке всматриваясь в окна вагонов, ориентироваться и пробираться через выстроившихся у каждого вагона пассажиров к своему вагону. Проводник сработал оперативно, благодаря чему мы быстро вошли в вагон. Проводникам 5+, что уже на своих местах, лежали матрас с подушкой и запаянным в полиэтилен комплектом чистого пастельного белья)))) Ват какое впечатление оставил вокзал.",3.0,51aae41fc85ef2f1,vocab,Безопасность,Безопасность,5.0,1.0866642096079886,WRONG_POLARITY,"В отзыве хвалят безопасность, а система занизила.",1,3.9133357903920114,-3.9133357903920114,4.0,positive,negative,True,True,True,False,True,False,strong_wrong_polarity
7iir8ABkkhDlyTf52tmj,165234215,physical_goods,"Достоинства: Хорошая удочка.
Леска 0.3 крепкая.
Катушка норм но для более лучшей рыбалки я рекомендую получше прикупить.
Блёсны хотелось бы такие как на картинке - колеблющиеся, а прислали вращающиеся поэтому минус звезда.
Опробовал в рыбалке, поймал рыбу.
В целом - рекомендую, рыбачить можно.",4.0,a458a5dd4f842232,discovery,колечке,Комплектация,1.0,4.901228629052639,WRONG_POLARITY,"Относится к несоответствию комплектации, система дала высокую оценку.",5,3.901228629052639,3.901228629052639,4.0,negative,positive,True,True,False,True,False,True,strong_wrong_polarity
tmdndYsBGgNwMUDv-Ghk,15430704,consumables,"Хорошо упаковано, сроки отличные, покупаю ребёнку т.к. жареная гречка не подходит в рацион. А с той нет никаких проблем.",5.0,f56290295150b332,discovery,гречка,Качество,5.0,1.1015873746946454,,,1,3.8984126253053546,-3.8984126253053546,4.0,positive,negative,True,True,True,False,True,False,strong_wrong_polarity
ym_dcfc1c3c2862c040_0064,1809358565,hospitality,"Очень много людей, даже в будни, огромные очереди на горки. В целом неплохо.",5.0,92dd65d77d718906,vocab,Загруженность,Очереди,1.0,4.896224980446277,WRONG_POLARITY,"Найдено верно, но оценка системы перевернула смысл.",5,3.896224980446277,3.896224980446277,4.0,negative,positive,True,True,False,True,False,True,strong_wrong_polarity
zTTQd8XzUgUjtSX7Vz34,619500952,physical_goods,"Комментарии
Мега средство. Ни одно другое так не работало. Даже появилась надежда на жизнь без тараканов. Борные шарики, липучки, ловушки - ничего не помогало. А здесь прям через сутки начали пачками выползать ото всюду.",5.0,6254c39d3a9b507e,discovery,виден результат,Эффективность,5.0,1.1077417843043804,,,1,3.8922582156956196,-3.8922582156956196,4.0,positive,negative,True,True,True,False,True,False,strong_wrong_polarity
ym_c59de42a475ceefe_0009,1504973191,hospitality,"Оцениваю номер стандарт.  Заселили в номер в котором было ощущение,  что курили всю ночь. После обращения переселили. В номерах очень грязно, обои все в пятнах(фото). Ремонт видимо не делался с начала застройки. Есть один плюс красивый вид.",1.0,f1088124b9bad1c3,vocab,Чистота,Чистота,1.0,4.877606503985589,WRONG_POLARITY,"Аспект найден, но система выдала высокий скор при негативном контексте.",5,3.8776065039855894,3.8776065039855894,4.0,negative,positive,True,True,False,True,False,True,strong_wrong_polarity
ym_dcfc1c3c2862c040_0112,1809358565,hospitality,"Все отлично, кроме двух моментов:\n- очереди абсолютно на все горки.\n- пол местами пипецки скользкий, особенно в термах.\nИз существенных плюсов отмечу лояльные цены в кафешках.\nК посещению рекомендую, но вернуться сюда не тянет",3.0,39f07efb0155dbbb,vocab,Загруженность,Очереди,1.0,4.873023631516844,TOO_HIGH,"Завышено, в тексте очереди на всё.",5,3.873023631516844,3.873023631516844,4.0,negative,positive,True,True,False,True,False,True,strong_wrong_polarity
ym_dcfc1c3c2862c040_0097,1809358565,hospitality,"Пишу специально для тех кто едет с детьми! Были во многих аквапарках и остановились на одном Рязанском,так как есть хорошая детская зона,но были мы там по незнанию,что для ребенка,аквапарк Мореон вызовет более мощные позитивные эмоции. Вся суть в том,что большинство горок разрешены детям от 107 см ростом и все они захватывающие и безопасные. На некоторых горках можно вдвоем с ребёнком кататься на двойном тюбинге. В помещении тепло, в детском бассейне вода теплая. С кафе дело обстоит хуже. Ну стандарт еды это конечно пицца,фри и т.п. Но хотелось купить всяких десертов вкусных, кроме пончика и фруктового льда,мы ничего не нашли,ни в одном кафе. Итог:  ребёнок рад,а отцу ещё рулить домой :-(",5.0,984154e96b0ada63,vocab,Температура,Температура,5.0,1.143760807812214,WRONG_POLARITY,Система восприняла 'тепло' как негатив.,1,3.856239192187786,-3.856239192187786,4.0,positive,negative,True,True,True,False,True,False,strong_wrong_polarity
gQSjfzaAwoD5cf0n1XvC,165234215,physical_goods,"Достоинства: Цена, комплект наживок
Недостатки: Цвет удилища выдался не очень, ручка катушки отвалилась через 3 часа использования
За 900 рублей приемлимо",5.0,f77c7c571b9fef3c,discovery,леска,Комплектация,5.0,1.1482735923491418,WRONG_POLARITY,"Схватил фрагменты про комплект наживок, но оценка сильно занижена.",1,3.851726407650858,-3.851726407650858,4.0,positive,negative,True,True,True,False,True,False,strong_wrong_polarity
JXUpzU0dLLcWXFgXyC4K,441378025,physical_goods,"Достоинства: Идея может и хорошая, но закрывается портсигар плохо, точнее почти вообще не закрывается, сделали бы какую-то защелку что ли.
Сигареты пихаются как попало, зажигалка работает нормально.",3.0,79b7a8460be2d9a8,discovery,зажигалка,Качество,1.0,4.8471557995071635,WRONG_POLARITY,Система поставила 4.8 за плохую сборку/защелку,5,3.8471557995071635,3.8471557995071635,4.0,negative,positive,True,True,False,True,False,True,strong_wrong_polarity
3aoMUU8ELEi9SNV7Iz0z,165234215,physical_goods,"Спининг на фото темный окума., а пришел другой, и катушка синяя) ну а в основном все как и заявлено,а так вроде катушка крутит все работает на спининге дефектов нету",4.0,658ec40507fc240a,discovery,колечке,Качество,5.0,1.1550531731918454,WRONG_POLARITY,Фрагмент 'дефектов нету' относится к качеству. Система сильно занизила оценку позитивного факта.,1,3.8449468268081546,-3.8449468268081546,4.0,positive,negative,True,True,True,False,True,False,strong_wrong_polarity
c5YU5ScUwwQr6AMcujIY,165234215,physical_goods,"Достоинства: Блёсенки вроде норм
Недостатки: Удилище ооочень хрупкое и ломкое малейшеий изгиб и оно лопается на волокна
Для ребёнка наверное более чем",3.0,778ce58487831c5a,discovery,норм профи,Блесна,5.0,1.1577463475987315,WRONG_POLARITY,"Блесны оценены положительно, а система выдала низкую оценку",1,3.8422536524012685,-3.8422536524012685,4.0,positive,negative,True,True,True,False,True,False,strong_wrong_polarity
1z6u54cB4LCMYDfDBpS5,15430704,consumables,"Вопросов к гречке нет, её производитель отличный. А вот продавец товара (сотрудники сортировки) абсолютно не уважают покупателей, чихать они на нас хотели, раз позволяют себе отправлять товар в таком непотребном виде.",1.0,db59bf719ef3c62d,vocab,Обслуживание,Логистика,1.0,4.83866720367223,WRONG_POLARITY,"Обслуживание (сотрудники) относится к логистике, но система дала 4.8 вместо 1.0.",5,3.8386672036722302,3.8386672036722302,4.0,negative,positive,True,True,False,True,False,True,strong_wrong_polarity
NlI7cpGl9H3zjhSzdbOQ,117808756,physical_goods,"Книга была упакована в плёнку, к счастью, при транспортировки не пострадала. Мягкий переплёт ничуть не отталкивает, так как считаю его более удобным для использования. Снимаю одну звезду только из-за формата текста. Стиль и оформление диалогов, да и повествовательная часть не эстетично и грязно мотрятся. Глаза после непродолжительного чтения просто не воспринимают текст.",4.0,22e4c3fc470fd2cc,discovery,идеальном состоянии,Логистика,5.0,1.1662236861884594,WRONG_POLARITY,"Охватывает транспортировку, но система ошиблась с тональностью (решила, что негатив).",1,3.8337763138115406,-3.8337763138115406,4.0,positive,negative,True,True,True,False,True,False,strong_wrong_polarity
ym_c59de42a475ceefe_0016,1504973191,hospitality,"Месторасположение отеля - отлично! Особенно,  если ваши прогулки предполагаются в районе ВДНХ. После сдачи ключей от номера, мы отнесли багаж в камеру хранения на первом этаже отеля.  Цена за чемодан-100₽/сутки, за сумку -50. Гуляли налегке,  вечером забрали чемодан.  Очень удобно!\nНомер брали стандарт. Да, про номерной фонд можно рассказывать долго и эмоционально.   Со времён постройки отеля, ничего в номерах не менялось. Мебель старая, местами битая, розетки и бра  держатся на честном слове советских электриков. А ковролин,  партьеры,  покрывала сохранили пыль и запах всех постояльцев с момента открытия. Очень пыльно и грязно. Я аллергик,  без таблеток не обошлась. Кондиционера в номере нет. Было душно. Нам повезло, что на улице было не жарко,  спали с открытым окном.  Если будет жара на улице,  то в номере можно задохнуться.   Постельное белье чистое, кровати нормальные. Ванная комната соответствует отелю 3 звезды.  В номере есть холодильник и древний телевизор. В общем коридоре тоже душно и пыльно.  Спросила у администратора отеля,  есть ли номера с обновлённым ремонтом, тот сказал, что нет. АДМИНИСТРАЦИЯ отеля, пожалуйста,  задумайтесь о ремонте и уберите покрывала и ковролин, поставьте кондиционеры !!!! Если вы приехали в этот отель,  то просите вид из окна на ВДНХ. Только он сможет  скрасить все недостатки номера . Вид шикарный!!!\nВ общем коридоре на каждом этаже стоит кулер с холодной и горячей водой. \nМы брали проживание с завтраком.  Еда на любой вкус , каприз и пожелание. Оценка -5. Спасибо поваром и персоналу.  \nВ целом персонал отеля вежливый, ненавязчивый,  всё отлично. \nОчень порадовало, что в отеле есть два ресторанчика, где можно поесть нормально и за приемлемые деньги.  \nНа первом этаже ,ДАЖЕ, есть дискотека. \nНа SPA делают скидку.900₽ за сутки.\n\nПослевкусие пребывания в отеле неоднозначное.  Всё хорошо,  но пыль ковролина и отсутствие кондиционера, скорее всего, заставит задуматься о поиске другого отеля. СПАСИБО.",4.0,bfb496c44ceec599,vocab,Кровать и сон,Мебель,1.0,4.823942688293755,WRONG_POLARITY,"Аспект соотнесен с мебелью, система завысила оценку.",5,3.823942688293755,3.823942688293755,4.0,negative,positive,True,True,False,True,False,True,strong_wrong_polarity
6JTyUVKALVU7Qrj0hz7W,619500952,physical_goods,"Достоинства: Нет запаха, удобная упаковка
Недостатки: Лишняя губка , лучше распылять
Средство понравилось, помогло, вымыли всю кухню, ванную и туалет и первый раз губкой протирали, были на утро дохлые тараканы, через дней 10 повторила, но налила уже разбавленный согласно инструкции раствор в распылитель, обработали вентиляцию, под мойкой, в техшкафу и нет нет один пробежит, но большой, скорее всего лазутчик, потом исчезли, но у меня соседи снизу таджики многосемейные снимают, появятся обработаю, а может побрызгаю для профилактики . Средство работает, рекомендую, свои деньги отрабатывает, лучше бы сразу его купила, а я все ловушки покупала, раньше помогали, теперь нет.",5.0,80dfe1b2abe2ff8d,vocab,Упаковка,Упаковка,5.0,1.1762457694858313,TOO_LOW,,1,3.8237542305141687,-3.8237542305141687,4.0,positive,negative,True,True,True,False,True,False,strong_wrong_polarity
ym_2e4af3ecfde06bb9_0003,1645864865,services,"Ставлю одну звезду. Аргументирую, думаю, что это будут правильные доводы. Я проживаю в городе Пскове, а продавец в Санкт-Петербурге ( расстояние на 300 км) заказала я посылку 17 декабря, продавец на следующее утро ее отправил, все хорошо, а в итоге,  пришла она 17 января!!! Уважаемая компания Авито, скажите пожалуйста, где так можно отсутствовать посылке?! Это хорошо, что она пришла, и человек получил свои деньги, а если бы нет?! Это мы таким образом расплачиваемся за  дешевую якобы доставку, тогда она абсолютно не стоит этого. Нервов и ожиданий. Я обрадовалась, что вот у авито свой сервис появился, думаю, как удобно, но опять как всегда… первый и последний раз такой опыт был.",1.0,461831353e27db0f,vocab,Доставка,Доставка,1.0,4.813586284406483,WRONG_POLARITY,"Точное совпадение, система неверно определила тональность",5,3.813586284406483,3.813586284406483,4.0,negative,positive,True,True,False,True,False,True,strong_wrong_polarity
ym_d10d43403383bcab_0055,1733494834,services,Маленький зал ожидания. Еда дорогая. Чисто и охрана быстро реагирует на дебоширов (один пьяный пел песни).,4.0,d59af1e3a5015b60,discovery,поезда,Охрана,5.0,1.1888250429183245,WRONG_POLARITY,"Охватывает охрану, которая реагирует быстро.",1,3.8111749570816755,-3.8111749570816755,4.0,positive,negative,True,True,True,False,True,False,strong_wrong_polarity
ym_c59de42a475ceefe_0039,1504973191,hospitality,"Из плюсов -шикарный вид из окна на ВДНХ, рядом метро, вкусный с широким ассортиментом завтрак, бар. Вежливый персонал. Из минусов - нет свободных розеток, мало освещения ( торшер и две прикроватных бра), телевизор не работал, нет фена, нет средств личной гигиены, тапочек, халатов. Ремонт оставляет желать лучшего, ощущение, что первый и последний раз был сделан при открытии. Душевой шланг течет. Неудобный матрац. Общее впечатление от номера - эпоха 80-х.",3.0,d19e08389626bf90,discovery,близость,Оснащение,1.0,4.808834310621023,WRONG_POLARITY,Среагировало на отсутствие гигиены и тапочек.,5,3.808834310621023,3.808834310621023,4.0,negative,positive,True,True,False,True,False,True,strong_wrong_polarity
