slice_type,slice_value,n_reviews,n_pairs,n_gold_strict_polar_pairs,n_gold_strong_polar_pairs,n_same_polar_direction_pairs,mean_vector_l1_distance,mean_vector_l2_distance,mean_cosine_similarity,dominant_class_accuracy,neutral_collapse_rate,polarity_flip_rate,intensity_underestimate_rate
gold_aspect,Возврат,3,3,3,3,1,1.2247182341331306,0.8200947354836033,0.4098738834531703,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
gold_aspect,Впечатление,26,26,24,24,8,1.1374149821864334,0.7858572531907556,0.5331941701858909,0.38461538461538464,0.6666666666666666,0.0,0.0
gold_aspect,Выбор,3,3,3,3,2,0.7026903881099619,0.4968771385071609,0.6781058694882299,0.6666666666666666,0.3333333333333333,0.0,0.0
gold_aspect,Гибкость,1,1,1,1,0,2.0,1.2621912879317196,0.0,0.0,0.0,1.0,0.0
gold_aspect,Горки,11,11,4,4,1,0.9839673903664913,0.6637806127624564,0.6295160267648154,0.7272727272727273,0.75,0.0,0.0
gold_aspect,Джакузи,1,1,1,1,1,0.09200638948823325,0.06505834191962041,0.9988393652990569,1.0,0.0,0.0,0.0
gold_aspect,Дизайн,4,4,4,4,2,0.7636650031818135,0.49290817334277287,0.6744638997256968,0.5,0.25,0.25,0.0
gold_aspect,Доставка,32,32,30,30,16,1.0035165346356507,0.6937664830285781,0.5888815390247306,0.53125,0.36666666666666664,0.1,0.0
gold_aspect,Душевая,2,2,0,0,0,1.325165524147451,0.8421495930373977,0.42599688244987055,0.5,0.0,0.0,0.0
gold_aspect,Еда,60,60,32,32,22,0.7990626628851412,0.5546118476124537,0.7017629136080038,0.7333333333333333,0.28125,0.03125,0.0
gold_aspect,Зажигалка,25,25,15,15,12,0.6193559050917975,0.4165658441283055,0.7707139244682015,0.8,0.2,0.0,0.0
gold_aspect,Запах,33,33,28,28,25,0.42033036959974474,0.27590875547380467,0.8487428857014085,0.8787878787878788,0.03571428571428571,0.07142857142857142,0.0
gold_aspect,Заселение,12,12,10,10,7,0.9448022936994676,0.6241994883377137,0.5944384032270839,0.5833333333333334,0.3,0.0,0.0
gold_aspect,Здоровье,13,13,10,10,9,0.4718675777101173,0.3336607640208941,0.9090141589219702,0.9230769230769231,0.1,0.0,0.0
gold_aspect,Зона,1,1,1,1,0,1.945906974375248,1.3759640171389351,0.02778762719841141,0.0,1.0,0.0,0.0
gold_aspect,Инструкция,22,22,22,22,16,0.7458650955212017,0.5225331751150857,0.7473562438584446,0.7272727272727273,0.2727272727272727,0.0,0.0
gold_aspect,Интернет,1,1,1,1,1,0.2991145011037588,0.2115058920816989,0.9848866217701181,1.0,0.0,0.0,0.0
gold_aspect,Интерфейс,1,1,1,1,1,0.026349117208155803,0.01863163945616612,0.9999108947225713,1.0,0.0,0.0,0.0
gold_aspect,Интерьер,19,19,8,8,2,1.1753905174539938,0.8069522380392754,0.4999478378330794,0.47368421052631576,0.625,0.125,0.0
gold_aspect,Информирование,1,1,0,0,0,0.870118448510766,0.6152666553774805,0.7543988279286107,1.0,0.0,0.0,0.0
gold_aspect,Инфраструктура,8,8,3,3,2,0.7811954357293871,0.5523885900362293,0.7895357577504256,0.875,0.3333333333333333,0.0,0.0
gold_aspect,Использование,16,16,15,15,11,0.6215320623177831,0.42171823075352327,0.7450074266332575,0.75,0.2,0.06666666666666667,0.0
gold_aspect,Катушка,38,38,33,33,24,0.7653050559938971,0.5269576750650892,0.7104381450339868,0.6578947368421053,0.24242424242424243,0.030303030303030304,0.0
gold_aspect,Качество,505,505,377,377,256,0.7490993903649094,0.5179495810146555,0.7168737540233411,0.7148514851485148,0.27055702917771884,0.050397877984084884,0.0
gold_aspect,Количество,1,1,1,1,0,1.911975332070142,1.3519707227681985,0.0459898870168354,0.0,1.0,0.0,0.0
gold_aspect,Комиссия,4,4,0,0,0,0.9568922012113035,0.6074221052920032,0.6425234103405648,0.75,0.0,0.0,0.0
gold_aspect,Компания,1,1,1,1,1,0.4660726216097828,0.32956311126566923,0.9568084048094027,1.0,0.0,0.0,0.0
gold_aspect,Компенсация,1,1,1,1,0,1.7098005401203409,1.2090115563955146,0.16733397771843145,0.0,1.0,0.0,0.0
gold_aspect,Комплектация,37,37,33,33,16,1.0390858405546561,0.7102261713434259,0.5573160996660887,0.5405405405405406,0.30303030303030304,0.21212121212121213,0.0
gold_aspect,Комфорт,19,19,13,13,8,0.9507767478950738,0.6529262501857019,0.6090119934291046,0.631578947368421,0.38461538461538464,0.0,0.0
gold_aspect,Кровать,1,1,0,0,0,1.0,0.6309825732774397,0.6975501693941542,1.0,0.0,0.0,0.0
gold_aspect,Круги,1,1,1,1,1,0.29548890609294176,0.20894220926371407,0.9853040983961039,1.0,0.0,0.0,0.0
gold_aspect,Кухня,1,1,0,0,0,1.990384465418174,1.407414352665552,0.004830937210765335,0.0,0.0,0.0,0.0
gold_aspect,Леска,8,8,8,8,4,0.928604501823429,0.6381335442259485,0.576297620019547,0.5,0.5,0.0,0.0
gold_aspect,Лимиты,1,1,1,1,1,0.028561527840793133,0.020196050017273193,0.9998950703895474,1.0,0.0,0.0,0.0
gold_aspect,Логистика,48,48,47,47,34,0.736280416483775,0.5105093417574218,0.7480863784726238,0.7291666666666666,0.19148936170212766,0.0851063829787234,0.0
gold_aspect,Магазины,5,5,4,4,0,1.313630735327024,0.8839501901866063,0.44069994486396513,0.2,0.75,0.25,0.0
gold_aspect,Материал,1,1,1,1,1,0.019440686563029885,0.013746641299640627,0.9999518289499612,1.0,0.0,0.0,0.0
gold_aspect,Мебель,11,11,5,5,4,0.7837448622396385,0.5338467904777873,0.7062125297318015,0.7272727272727273,0.0,0.2,0.0
gold_aspect,Меню,1,1,0,0,0,1.015912753995508,0.7183587974441245,0.6957666809672817,0.0,0.0,0.0,0.0
gold_aspect,Места,23,23,11,11,10,0.6570596267002934,0.42766031490354905,0.7456973226298885,0.782608695652174,0.0,0.09090909090909091,0.0
gold_aspect,Модель,11,11,11,11,8,0.7806220322593369,0.5439535098468897,0.7176500401037208,0.7272727272727273,0.2727272727272727,0.0,0.0
gold_aspect,Модерация,5,5,4,4,1,1.4003125316172373,0.9713123317622685,0.34925638099449174,0.2,0.75,0.0,0.0
gold_aspect,Навигация,14,14,7,7,3,1.0211910743216452,0.7139096321217755,0.6237794348978862,0.7142857142857143,0.5714285714285714,0.0,0.0
gold_aspect,Надежность,3,3,3,3,0,1.54868240635066,1.0950838314348519,0.28825737877599583,0.0,1.0,0.0,0.0
gold_aspect,Наживка,1,1,1,1,1,0.028875977033749223,0.020418399173951083,0.9998927133752352,1.0,0.0,0.0,0.0
gold_aspect,Напитки,1,1,0,0,0,1.0684037229511887,0.7554755175437389,0.6572022916687916,0.0,0.0,0.0,0.0
gold_aspect,Номер,16,16,6,6,5,0.8916946035083129,0.6220639833035712,0.6514506441049431,0.625,0.16666666666666666,0.0,0.0
gold_aspect,Оборудование,6,6,4,4,3,0.6028225139307324,0.42625988745234283,0.787761553416232,0.8333333333333334,0.25,0.0,0.0
gold_aspect,Обслуживание,46,46,35,35,24,0.6968436898412461,0.47890004898334504,0.7250994742067,0.6521739130434783,0.2857142857142857,0.02857142857142857,0.0
gold_aspect,Общее впечатление,17,17,17,17,5,1.3246086911745163,0.9117324685497019,0.4215707738930807,0.29411764705882354,0.5882352941176471,0.11764705882352941,0.0
gold_aspect,Ожидание,15,15,8,8,6,0.7489240773643057,0.5216159532160296,0.7675995404810477,0.8666666666666667,0.25,0.0,0.0
gold_aspect,Оплата,4,4,4,4,3,0.46083533987621195,0.3258597938368769,0.8204367435704443,0.75,0.25,0.0,0.0
gold_aspect,Организация,6,6,4,4,2,0.9849537489547705,0.6887834863502423,0.624933647044777,0.6666666666666666,0.5,0.0,0.0
gold_aspect,Освещение,1,1,0,0,0,1.0,0.6974092623884983,0.7070353788611985,1.0,0.0,0.0,0.0
gold_aspect,Оснащение,9,9,5,5,0,1.2883414566749707,0.8840440773625821,0.4152125439679461,0.4444444444444444,0.6,0.4,0.0
gold_aspect,Отзывы,5,5,4,4,3,0.7729739744412655,0.5413810788469515,0.7348524441709036,0.8,0.25,0.0,0.0
gold_aspect,Охрана,2,2,2,2,0,2.0,1.2902207182554584,0.0,0.0,0.5,0.5,0.0
gold_aspect,Очереди,42,42,21,21,11,1.11916960904013,0.7476220933377503,0.4899791318227183,0.42857142857142855,0.38095238095238093,0.09523809523809523,0.0
gold_aspect,Парковка,22,22,10,10,5,1.0719356063431902,0.7292901983248662,0.5392889487130836,0.5454545454545454,0.5,0.0,0.0
gold_aspect,Перрон,16,16,7,7,3,1.0350577665967648,0.6996887501850801,0.5625657003565413,0.625,0.5714285714285714,0.0,0.0
gold_aspect,Персонал,45,45,42,42,28,0.6694785176637298,0.46167247378737647,0.7364524733015727,0.6444444444444445,0.2857142857142857,0.047619047619047616,0.0
gold_aspect,Планировка,7,7,4,4,3,0.5334696758790025,0.3745783593918466,0.8326979106322193,0.8571428571428571,0.25,0.0,0.0
gold_aspect,Платформа,2,2,2,2,0,1.5490119419409893,1.095316848285416,0.2817738153161179,0.0,1.0,0.0,0.0
gold_aspect,Площадка,27,27,22,22,13,0.9044688374803324,0.6306842215883995,0.6857726718242823,0.6296296296296297,0.4090909090909091,0.0,0.0
gold_aspect,Площадь,1,1,0,0,0,1.0,0.6347633015226569,0.6990917999131877,1.0,0.0,0.0,0.0
gold_aspect,Подборки,1,1,1,1,0,1.6974873729777755,1.2003048324111232,0.17544771344197432,0.0,1.0,0.0,0.0
gold_aspect,Поддержка,28,28,22,22,14,0.8328691146142384,0.5714198516356233,0.644850803903911,0.6071428571428571,0.36363636363636365,0.0,0.0
gold_aspect,Подъезд,3,3,1,1,1,0.6198018213229565,0.43826607084923536,0.8640829890732741,1.0,0.0,0.0,0.0
gold_aspect,Поедаемость,62,62,61,61,45,0.6512793810548065,0.4563696324104744,0.7816401407750185,0.7419354838709677,0.26229508196721313,0.0,0.0
gold_aspect,Поиск,1,1,1,1,0,1.1323592588305473,0.800698910658453,0.608210174164428,0.0,1.0,0.0,0.0
gold_aspect,Пол,1,1,1,1,0,2.0,1.3628512381074191,0.0,0.0,1.0,0.0,0.0
gold_aspect,Полотенца,1,1,1,1,0,1.610028445138596,1.1384620314607345,0.23540710036616982,0.0,1.0,0.0,0.0
gold_aspect,Порядок,2,2,2,2,1,0.6549375536269508,0.46311078542334505,0.7597592733975732,0.5,0.5,0.0,0.0
gold_aspect,Приложение,3,3,3,3,1,0.8927709419513121,0.6312843871000744,0.6648597441893882,0.3333333333333333,0.6666666666666666,0.0,0.0
gold_aspect,Приманка,2,2,2,2,0,2.0,1.3185109736635998,0.0,0.0,0.0,1.0,0.0
gold_aspect,Продавец,20,20,20,20,10,0.9612886063243422,0.6697826688005515,0.5843033602208265,0.5,0.5,0.0,0.0
gold_aspect,Простор,2,2,1,1,1,1.377717028837651,0.9741930536472854,0.4273210198099946,0.5,0.0,0.0,0.0
gold_aspect,Процедуры,1,1,1,1,1,0.2563090715557337,0.18123788257668733,0.9893686128394276,1.0,0.0,0.0,0.0
gold_aspect,Публикация,2,2,2,2,0,1.5194654520601034,1.074424324930382,0.3123594821633965,0.0,1.0,0.0,0.0
gold_aspect,Пункты,2,2,1,1,1,0.9993540592258796,0.6631839908950159,0.6740866275069126,1.0,0.0,0.0,0.0
gold_aspect,Раздевалка,1,1,0,0,0,1.0,0.623960751610888,0.631710851285977,1.0,0.0,0.0,0.0
gold_aspect,Размер,61,61,51,51,33,0.7960352672094128,0.5607707711505011,0.6933376125218964,0.6885245901639344,0.35294117647058826,0.0,0.0
gold_aspect,Расписание,2,2,2,2,2,0.05715464864806563,0.04041443963538175,0.9991038907293952,1.0,0.0,0.0,0.0
gold_aspect,Расположение,46,46,38,38,26,0.7216622594773388,0.5044506301632193,0.7265368563857927,0.7391304347826086,0.2894736842105263,0.02631578947368421,0.0
gold_aspect,Расход,6,6,6,6,1,1.3724141172133386,0.9704433288777009,0.3648529354362467,0.16666666666666666,0.8333333333333334,0.0,0.0
gold_aspect,Регистрация,7,7,6,6,2,1.2709655610711448,0.8848453349587808,0.46576386311470713,0.42857142857142855,0.5,0.16666666666666666,0.0
gold_aspect,Рейсы,2,2,2,2,2,0.16185074433451518,0.11444575885902589,0.9923368036119089,1.0,0.0,0.0,0.0
gold_aspect,Рекомендации,1,1,1,1,0,1.9684672970324755,1.3919165742756172,0.01601685639416671,0.0,1.0,0.0,0.0
gold_aspect,Сайт,5,5,5,5,1,1.2913253645790974,0.8836910249917341,0.409959062844578,0.2,0.8,0.0,0.0
gold_aspect,Сантехника,3,3,2,2,0,1.9454195691505447,1.2758663473527476,0.024093593880649484,0.0,0.5,0.5,0.0
gold_aspect,Сауна,1,1,1,1,0,1.5494826482608914,1.0956496879161663,0.27919170477156524,0.0,1.0,0.0,0.0
gold_aspect,Сборка,1,1,1,1,0,2.0,1.2601587929825446,0.0,0.0,0.0,1.0,0.0
gold_aspect,Свежесть,2,2,2,2,1,1.3261600714176893,0.9359585627403235,0.4500512116014174,0.5,0.5,0.0,0.0
gold_aspect,Сервис,23,23,21,21,18,0.4484800851597633,0.31176491325993,0.8596111431946436,0.8260869565217391,0.14285714285714285,0.0,0.0
gold_aspect,Скидки,2,2,2,2,1,1.1718282273504883,0.8259174692430261,0.48957356115027695,0.5,0.0,0.5,0.0
gold_aspect,Скорость,21,21,17,17,11,0.7158047917910153,0.500566264362487,0.7120224135669606,0.7142857142857143,0.29411764705882354,0.058823529411764705,0.0
gold_aspect,Следы,1,1,1,1,0,1.9764742428669706,1.3975783399717823,0.011902047721772597,0.0,1.0,0.0,0.0
gold_aspect,Снасти,2,2,0,0,0,1.3050584616139531,0.8303999828962996,0.42635919076977224,0.5,0.0,0.0,0.0
gold_aspect,Содержание,3,3,2,2,2,0.3712886895640016,0.2612083977680732,0.9020638609032461,1.0,0.0,0.0,0.0
gold_aspect,Соответствие,79,79,57,57,31,0.9380549000523826,0.6521626681058205,0.6235625608727698,0.5822784810126582,0.38596491228070173,0.07017543859649122,0.0
gold_aspect,Состав,11,11,10,10,8,0.6572270652342757,0.45232535170433397,0.8084194330076019,0.8181818181818182,0.2,0.0,0.0
gold_aspect,Состояние,19,19,15,15,12,0.674125893254792,0.4545790729742451,0.7661416543557878,0.7894736842105263,0.2,0.0,0.0
gold_aspect,Сотрудники,1,1,1,1,1,0.4167021909815958,0.2946529449783782,0.9670677914258178,1.0,0.0,0.0,0.0
gold_aspect,Спа,1,1,1,1,1,0.19863362109754235,0.14045518044971148,0.9939753357586887,1.0,0.0,0.0,0.0
gold_aspect,Спиннинг,7,7,6,6,1,1.519150931088786,1.047144086462124,0.31708022825441373,0.14285714285714285,0.6666666666666666,0.16666666666666666,0.0
gold_aspect,Стойкость,1,1,1,1,0,2.0,1.4096683303401134,0.0,0.0,1.0,0.0,0.0
gold_aspect,Такси,11,11,6,6,4,0.8548470350717914,0.5721648371416085,0.6551684841552304,0.7272727272727273,0.16666666666666666,0.16666666666666666,0.0
gold_aspect,Таможня,1,1,1,1,1,0.6395157799124718,0.45220594465191244,0.9050011152408741,1.0,0.0,0.0,0.0
gold_aspect,Тарифы,1,1,0,0,0,0.9778556391829625,0.6914483534877787,0.7149788408452066,1.0,0.0,0.0,0.0
gold_aspect,Текст,1,1,1,1,1,0.05109094908402767,0.03612675655457259,0.9996565598825533,1.0,0.0,0.0,0.0
gold_aspect,Температура,4,4,4,4,3,0.6231425453734118,0.4286313642960593,0.7428998007347759,0.75,0.0,0.25,0.0
gold_aspect,Термы,4,4,3,3,0,1.3410799922421575,0.948286756628032,0.3816728002506839,0.25,1.0,0.0,0.0
gold_aspect,Территория,4,4,4,4,2,1.0012394525874697,0.6789180307355842,0.5923847895062166,0.5,0.5,0.0,0.0
gold_aspect,Товар,1,1,1,1,0,1.811259113252163,1.2807536014665373,0.10364305804821047,0.0,1.0,0.0,0.0
gold_aspect,Транспорт,4,4,3,3,2,0.72634688517428,0.49745782929446897,0.7276043697463827,0.75,0.3333333333333333,0.0,0.0
gold_aspect,Туалет,23,23,21,21,16,0.6654697101058327,0.45490246154569575,0.764499450165725,0.782608695652174,0.14285714285714285,0.09523809523809523,0.0
gold_aspect,Уборка,3,3,2,2,1,1.3267743011044029,0.8739848356883891,0.3536559640436186,0.3333333333333333,0.0,0.5,0.0
gold_aspect,Уведомления,1,1,0,0,0,1.0,0.6635523157754681,0.7051544116032501,1.0,0.0,0.0,0.0
gold_aspect,Удилище,5,5,4,4,3,0.9907787327101687,0.6365188416770956,0.5720967207914992,0.6,0.25,0.0,0.0
gold_aspect,Удобства,11,11,7,7,3,1.0332959653447191,0.7207054872751139,0.5899780715402222,0.6363636363636364,0.5714285714285714,0.0,0.0
gold_aspect,Удобство,49,49,36,36,19,0.9180429897179627,0.6318058846473302,0.6337980473106348,0.5918367346938775,0.4166666666666667,0.05555555555555555,0.0
gold_aspect,Удочка,10,10,8,8,5,0.9700565270846709,0.6411777506523891,0.6275834241127983,0.6,0.375,0.0,0.0
gold_aspect,Упаковка,149,149,113,113,74,0.7839556629601034,0.5421801216192158,0.6910778794435898,0.6711409395973155,0.30973451327433627,0.035398230088495575,0.0
gold_aspect,Уход,1,1,0,0,0,0.9135579094290733,0.6459829927639036,0.7653763555211864,1.0,0.0,0.0,0.0
gold_aspect,Фактура,5,5,5,5,4,0.7574061349034309,0.5331432632925344,0.7409480269255542,0.8,0.2,0.0,0.0
gold_aspect,Фильтры,1,1,0,0,0,0.09351628413423896,0.06612599866268831,0.9987991315264083,1.0,0.0,0.0,0.0
gold_aspect,Фонарик,2,2,2,2,2,0.3078539080452174,0.21768558599355306,0.9655684228189161,1.0,0.0,0.0,0.0
gold_aspect,Форма,2,2,1,1,0,1.247620846144855,0.8788910641394937,0.5134589475873828,0.5,1.0,0.0,0.0
gold_aspect,Функционал,3,3,1,1,1,0.21887843947236738,0.15477042880644026,0.9632962714730272,1.0,0.0,0.0,0.0
gold_aspect,Функциональность,3,3,2,2,1,1.4490295068050425,0.9633469364043723,0.3419618482046079,0.3333333333333333,0.5,0.0,0.0
gold_aspect,Хаммам,2,2,1,1,0,1.6943388408981264,1.1161243410595663,0.15944098704571757,0.0,1.0,0.0,0.0
gold_aspect,Хлорка,1,1,1,1,0,1.69194196164608,1.1963836344540126,0.17912872038688948,0.0,1.0,0.0,0.0
gold_aspect,Цвет,23,23,22,22,15,0.6858220646441306,0.48494943259722356,0.759842850249719,0.6956521739130435,0.3181818181818182,0.0,0.0
gold_aspect,Цена,162,162,104,104,61,0.9396959514944436,0.6301505874840831,0.6073052496131633,0.6172839506172839,0.25961538461538464,0.15384615384615385,0.0
gold_aspect,Цены,5,5,5,5,3,0.8542303230438847,0.5761811336242854,0.5986635819868705,0.6,0.2,0.2,0.0
gold_aspect,Часы,38,38,38,38,23,0.8994859195571687,0.6343537963062045,0.6793668116461985,0.6052631578947368,0.39473684210526316,0.0,0.0
gold_aspect,Чистота,45,45,35,35,22,0.8458079660364294,0.5777391871203045,0.6274921320614117,0.5777777777777777,0.3142857142857143,0.05714285714285714,0.0
gold_aspect,Шкафчик,1,1,1,1,0,1.9955278397537768,1.4110512675364377,0.0022410857550982364,0.0,1.0,0.0,0.0
gold_aspect,Шкафчики,1,1,0,0,0,0.6434448268264532,0.4549842003683888,0.8409535973325185,1.0,0.0,0.0,0.0
gold_aspect,Эффективность,100,100,87,87,60,0.8024697623223619,0.5438788835845707,0.6717686154116952,0.67,0.19540229885057472,0.11494252873563218,0.0
system_aspect,2ом этаже,13,13,10,10,5,0.971071683649755,0.6597891367289321,0.5844282661814083,0.5384615384615384,0.4,0.1,0.0
system_aspect,Ассортимент,13,13,9,9,6,0.932076980608914,0.6464696238891754,0.6129042627114375,0.46153846153846156,0.3333333333333333,0.0,0.0
system_aspect,Атмосфера,10,10,9,9,8,0.39446986759976427,0.27893231835355287,0.8941236804466849,0.9,0.1111111111111111,0.0,0.0
system_aspect,Безопасность,11,11,10,10,5,1.0911378587413558,0.7662232232330218,0.5406156306039978,0.5454545454545454,0.3,0.2,0.0
system_aspect,Бронирование,2,2,1,1,0,1.208849087357521,0.8389741043189323,0.46289633910657996,0.5,1.0,0.0,0.0
system_aspect,Ванная комната,9,9,4,4,0,1.3489830408297065,0.9053205693095092,0.3678631889471723,0.3333333333333333,0.75,0.25,0.0
system_aspect,Внешний вид,48,48,37,37,26,0.7626847951796663,0.5142488126866409,0.7232053903166257,0.7291666666666666,0.24324324324324326,0.05405405405405406,0.0
system_aspect,Доставка,73,73,70,70,48,0.8106483663385953,0.5607976883743929,0.7024137466226664,0.684931506849315,0.2571428571428571,0.05714285714285714,0.0
system_aspect,Завтрак и питание,39,39,21,21,18,0.7070060336922418,0.49422596015904774,0.7417282811452189,0.7948717948717948,0.14285714285714285,0.0,0.0
system_aspect,Загруженность,47,47,29,29,19,0.941094585594367,0.634409636396809,0.5866435886896354,0.5319148936170213,0.27586206896551724,0.06896551724137931,0.0
system_aspect,Запах,35,35,29,29,25,0.4732241188125045,0.3120322989723733,0.8250786528221666,0.8571428571428571,0.06896551724137931,0.06896551724137931,0.0
system_aspect,Заселение и выезд,7,7,6,6,4,0.8547444169442835,0.5529232775770365,0.6149149215903228,0.5714285714285714,0.3333333333333333,0.0,0.0
system_aspect,Инструкция,20,20,20,20,14,0.7644610141891462,0.5351951661297519,0.7379055535943653,0.7,0.3,0.0,0.0
system_aspect,Информирование и коммуникация,3,3,2,2,2,0.5895669399469625,0.40236862606287277,0.8832799958724283,1.0,0.0,0.0,0.0
system_aspect,Инфраструктура,1,1,0,0,0,0.9961464919470018,0.7043819395109155,0.7084705120044924,1.0,0.0,0.0,0.0
system_aspect,Калорийность и сытость,1,1,1,1,1,0.7429557293653488,0.5253490343556355,0.8608794801820248,1.0,0.0,0.0,0.0
system_aspect,Качество,161,161,122,122,103,0.5893856105455219,0.40704991550239067,0.7945307907794724,0.8136645962732919,0.11475409836065574,0.040983606557377046,0.0
system_aspect,Компетентность,1,1,1,1,0,1.3403801595559344,0.9477919001899078,0.4415441340819323,0.0,1.0,0.0,0.0
system_aspect,Крепления и соединения,4,4,3,3,1,1.0483956182433758,0.6548533766039295,0.4958581025884975,0.5,0.3333333333333333,0.3333333333333333,0.0
system_aspect,Кровать и сон,8,8,3,3,2,0.8924898175755516,0.5952190291179646,0.6658162640198042,0.75,0.0,0.3333333333333333,0.0
system_aspect,Материал,40,40,24,24,23,0.5261151317551593,0.365592219560726,0.8581525230967257,0.925,0.041666666666666664,0.0,0.0
system_aspect,Номер,22,22,8,8,5,1.114554824578425,0.7624400404442824,0.5206816667560973,0.45454545454545453,0.25,0.125,0.0
system_aspect,Обслуживание,100,100,85,85,64,0.6138287394885265,0.4205077179638874,0.7658401520901399,0.71,0.21176470588235294,0.03529411764705882,0.0
system_aspect,Общее впечатление,2,2,0,0,0,0.3681272591347806,0.2603052812738208,0.9280465698155148,1.0,0.0,0.0,0.0
system_aspect,Ожидание,18,18,10,10,8,0.716689034290741,0.5001478924138966,0.7858405158537857,0.8888888888888888,0.2,0.0,0.0
system_aspect,Оплата и расчёты,4,4,3,3,2,0.7219341643176449,0.51048454315925,0.7347042809144088,0.75,0.3333333333333333,0.0,0.0
system_aspect,Отмена и возврат,2,2,2,2,1,1.0282673293841071,0.6582270521079627,0.49978858274050797,0.5,0.0,0.5,0.0
system_aspect,Парковка,5,5,2,2,1,1.2861938428715802,0.8638272368495719,0.4812056422210828,0.6,0.5,0.0,0.0
system_aspect,Питательная ценность,1,1,1,1,1,0.29998417804017663,0.2121208465408815,0.9847854041343176,1.0,0.0,0.0,0.0
system_aspect,Поддержка и сопровождение,22,22,16,16,9,0.9933038649752152,0.6800895659677662,0.5642987543895759,0.5454545454545454,0.4375,0.0,0.0
