aspect_dimension,slice_type,slice_value,n_reviews,system_rows,gold_rows,tp,fp,fn,unclear,duplicate,out_of_scope,gold_unclear,manual_precision_strict,manual_precision_soft,manual_recall,manual_f1_strict,manual_f1_soft,notes,n_pairs,manual_sentiment_mae,manual_sentiment_mae_round,manual_accuracy_at_0_5,manual_accuracy_at_1_0,manual_accuracy_at_1_5,manual_direction_accuracy,manual_macro_direction_f1,manual_wrong_polarity_rate,manual_strong_wrong_polarity_rate,manual_mean_signed_error,manual_rmse
gold_aspect,gold_aspect,Бар,0,0,3,0,0,3,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Бассейн,39,39,47,39,0,8,0,0,0,0,,,0.8297872340425532,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,39,0.8896038091631616,0.8717948717948718,0.46153846153846156,0.7435897435897436,0.8461538461538461,0.8717948717948718,0.5299145299145299,0.10256410256410256,0.10256410256410256,-0.4071929631791136,1.3770605775463909
gold_aspect,gold_aspect,Батарея,2,2,4,2,0,2,0,0,0,0,,,0.5,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,2,1.3914771638810635,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3914771638810635,1.3947520054678058
gold_aspect,gold_aspect,Безопасность,39,39,72,39,0,33,0,0,0,0,,,0.5416666666666666,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,39,1.4983571783944707,1.4102564102564104,0.2564102564102564,0.48717948717948717,0.6410256410256411,0.6410256410256411,0.41295306001188353,0.23076923076923078,0.1794871794871795,-1.271304038352145,1.9204121851965306
gold_aspect,gold_aspect,Белье,2,2,6,2,0,4,0,0,0,0,,,0.3333333333333333,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,2,1.7120294654741883,1.5,0.0,0.0,0.5,0.5,0.2222222222222222,0.0,0.0,-1.7120294654741883,1.7321147262222742
gold_aspect,gold_aspect,Блесна,5,5,8,5,0,3,0,0,0,0,,,0.625,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,5,1.599054781347513,1.4,0.6,0.6,0.6,0.6,0.25,0.4,0.4,0.06215332038700581,2.2507509663567458
gold_aspect,gold_aspect,Браслет,0,0,3,0,0,2,0,0,0,1,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Бронирование,2,2,3,2,0,1,0,0,0,0,,,0.6666666666666666,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,2,1.6604414056055248,1.5,0.0,0.0,0.5,0.5,0.2222222222222222,0.5,0.0,1.6604414056055248,1.678091158904188
gold_aspect,gold_aspect,Буфет,1,1,1,1,0,0,0,0,0,0,,,1.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,1,0.08521639456739649,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,-0.08521639456739649,0.08521639456739649
gold_aspect,gold_aspect,Ватрушки,0,0,2,0,0,2,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Вентиляция,3,3,6,3,0,3,0,0,0,0,,,0.5,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,3,0.3130938868731998,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.3130938868731998,0.5359222090791449
gold_aspect,gold_aspect,Верификация,1,1,7,1,0,5,0,0,0,1,,,0.16666666666666666,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,1,0.023906220216304064,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.023906220216304064,0.023906220216304064
gold_aspect,gold_aspect,Вес,8,8,17,8,0,9,0,0,0,0,,,0.47058823529411764,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,8,0.9069242201903762,0.875,0.375,0.5,0.75,0.75,0.5,0.0,0.0,-0.48367137260083837,1.166221144796402
gold_aspect,gold_aspect,Вид,24,24,39,24,0,15,0,0,0,0,,,0.6153846153846154,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,24,1.510322841632539,1.5416666666666667,0.125,0.3333333333333333,0.5,0.5833333333333334,0.24561403508771928,0.16666666666666666,0.08333333333333333,-1.510322841632539,1.786962644054686
gold_aspect,gold_aspect,Вместимость,5,5,11,5,0,6,0,0,0,0,,,0.45454545454545453,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,5,0.4562030785949901,0.6,0.4,1.0,1.0,0.8,0.29629629629629634,0.0,0.0,0.08185142490547151,0.5342596836410486
gold_aspect,gold_aspect,Вместительность,7,7,19,7,0,12,0,0,0,0,,,0.3684210526315789,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,7,0.508040673531858,0.42857142857142855,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.46296296296296297,0.14285714285714285,0.0,0.13706702477065846,0.7478246918477228
gold_aspect,gold_aspect,Внешний вид,133,133,198,133,0,64,0,0,0,0,,,0.6751269035532995,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,133,0.8237638753770236,0.7819548872180451,0.49624060150375937,0.7368421052631579,0.8345864661654135,0.8270676691729323,0.4791338423625419,0.12781954887218044,0.07518796992481203,-0.6958520955873213,1.2124244926054055
gold_aspect,gold_aspect,Вода,2,2,7,2,0,5,0,0,0,0,,,0.2857142857142857,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,2,1.552369165699929,1.5,0.0,0.0,0.5,0.5,0.2222222222222222,0.0,0.0,-1.552369165699929,1.5915359020671402
gold_aspect,gold_aspect,Возврат,3,3,3,3,0,0,0,0,0,0,,,1.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,3,1.7276237395320397,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.26666666666666666,0.3333333333333333,0.3333333333333333,-0.6115206045991121,2.230917775582587
gold_aspect,gold_aspect,Воздух,0,0,2,0,0,2,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Волны,0,0,1,0,0,1,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Впечатление,26,26,43,26,0,17,0,0,0,0,,,0.6046511627906976,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,26,1.198655659979872,1.0769230769230769,0.19230769230769232,0.38461538461538464,0.7307692307692307,0.7692307692307693,0.2898550724637681,0.15384615384615385,0.0,-0.9982797744921229,1.403250512525219
gold_aspect,gold_aspect,Вход,0,0,1,0,0,1,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Выбор,3,3,3,3,0,0,0,0,0,0,,,1.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,3,0.7026903881099619,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.26666666666666666,0.0,0.0,-0.7026903881099619,1.116362729225598
gold_aspect,gold_aspect,Вывод,0,0,2,0,0,2,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Гардероб,0,0,1,0,0,1,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Гибкость,1,1,1,1,0,0,0,0,0,0,,,1.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,1,3.4315711930394173,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-3.4315711930394173,3.4315711930394173
gold_aspect,gold_aspect,Горки,11,11,66,11,0,51,0,0,0,4,,,0.1774193548387097,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,11,1.10808205247899,1.0,0.36363636363636365,0.45454545454545453,0.7272727272727273,0.45454545454545453,0.43333333333333335,0.2727272727272727,0.0,-0.8861556221752174,1.3387314572029096
gold_aspect,gold_aspect,Джакузи,1,1,11,1,0,9,0,0,0,0,,,0.1,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,1,0.09200638948823325,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,-0.09200638948823325,0.09200638948823325
gold_aspect,gold_aspect,Дизайн,4,4,7,4,0,3,0,0,0,0,,,0.5714285714285714,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,4,1.0322748473299725,1.0,0.5,0.5,0.75,0.75,0.48888888888888893,0.25,0.25,-1.0306705671064265,1.6185874224227346
gold_aspect,gold_aspect,Досмотр,0,0,1,0,0,1,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Доставка,32,32,43,32,0,11,0,0,0,0,,,0.7441860465116279,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,32,1.1788865045831471,1.1875,0.375,0.53125,0.65625,0.75,0.49621212121212127,0.125,0.09375,-0.6141218423996406,1.5853842306568204
gold_aspect,gold_aspect,Доступность,0,0,1,0,0,1,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Душевая,2,2,6,2,0,4,0,0,0,0,,,0.3333333333333333,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,2,1.8897553534479812,2.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,1.8897553534479812,2.0370691405735792
gold_aspect,gold_aspect,Еда,60,60,109,60,0,49,0,0,0,0,,,0.5504587155963303,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,60,0.8827858362454815,0.8666666666666667,0.38333333333333336,0.6833333333333333,0.8,0.6666666666666666,0.49204665959703076,0.08333333333333333,0.03333333333333333,-0.03295117963874266,1.1895938238274046
gold_aspect,gold_aspect,Жилеты,0,0,2,0,0,2,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Загруженность,0,0,3,0,0,3,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Зажигалка,25,25,27,25,0,2,0,0,0,0,,,0.9259259259259259,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,25,0.7397515237689367,0.68,0.56,0.8,0.84,0.8,0.29629629629629634,0.16,0.08,-0.4308613731790683,1.144640435177028
gold_aspect,gold_aspect,Запах,33,33,39,33,0,6,0,0,0,0,,,0.8461538461538461,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,33,0.5757794084509608,0.5151515151515151,0.696969696969697,0.8484848484848485,0.8787878787878788,0.8181818181818182,0.43636363636363634,0.15151515151515152,0.09090909090909091,-0.3848237288972693,1.1355985448413632
gold_aspect,gold_aspect,Зарядка,0,0,1,0,0,1,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Заселение,12,12,17,12,0,5,0,0,0,0,,,0.7058823529411765,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,12,1.2089625679169937,1.1666666666666667,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.3888888888888889,0.3333333333333333,0.16666666666666666,0.6431714076801048,1.6215044485844123
gold_aspect,gold_aspect,Здоровье,13,13,23,13,0,9,0,0,0,1,,,0.5909090909090909,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,13,0.4718675777101173,0.5384615384615384,0.46153846153846156,0.9230769230769231,1.0,0.9230769230769231,0.6521739130434783,0.0,0.0,-0.4122394446928341,0.5702137435627818
gold_aspect,gold_aspect,Зона,1,1,3,1,0,1,0,0,0,1,,,0.5,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,1,1.945906974375248,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.945906974375248,1.945906974375248
gold_aspect,gold_aspect,Зонирование,0,0,1,0,0,1,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Инструкторы,0,0,1,0,0,1,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Инструкция,22,22,39,22,0,17,0,0,0,0,,,0.5641025641025641,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,22,0.7609851869194906,0.7272727272727273,0.4090909090909091,0.7272727272727273,0.8636363636363636,0.9090909090909091,0.31746031746031744,0.045454545454545456,0.0,-0.5553137948769621,1.0021511009102473
gold_aspect,gold_aspect,Интернет,1,1,1,1,0,0,0,0,0,0,,,1.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,1,0.2991145011037588,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.2991145011037588,0.2991145011037588
gold_aspect,gold_aspect,Интерфейс,1,1,1,1,0,0,0,0,0,0,,,1.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,1,0.026349117208155803,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,-0.026349117208155803,0.026349117208155803
gold_aspect,gold_aspect,Интерьер,19,19,47,19,0,28,0,0,0,0,,,0.40425531914893614,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,19,1.3838334122939207,1.368421052631579,0.21052631578947367,0.3684210526315789,0.5789473684210527,0.3684210526315789,0.3063973063973064,0.15789473684210525,0.10526315789473684,0.15066600435928099,1.6733168476509193
gold_aspect,gold_aspect,Информирование,1,1,1,1,0,0,0,0,0,0,,,1.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,1,0.870118448510766,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.870118448510766,0.870118448510766
gold_aspect,gold_aspect,Инфраструктура,8,8,21,8,0,13,0,0,0,0,,,0.38095238095238093,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,8,0.7811954357293871,0.875,0.125,0.875,1.0,0.875,0.6190476190476191,0.0,0.0,-0.2639526943112287,0.8379418504581287
gold_aspect,gold_aspect,Использование,16,16,22,16,0,6,0,0,0,0,,,0.7272727272727273,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,16,0.8141875593155419,0.75,0.6875,0.6875,0.75,0.75,0.2857142857142857,0.1875,0.0625,-0.8141875593155419,1.367067522887306
gold_aspect,gold_aspect,Категории,0,0,1,0,0,1,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Катушка,38,38,48,38,0,10,0,0,0,0,,,0.7916666666666666,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,38,0.8346283692693472,0.7631578947368421,0.5263157894736842,0.6578947368421053,0.7631578947368421,0.7631578947368421,0.44323011536126294,0.07894736842105263,0.05263157894736842,0.5240774548782563,1.1838011680213827
gold_aspect,gold_aspect,Кафе,0,0,12,0,0,8,0,0,0,3,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Качество,505,505,607,505,0,102,0,0,0,0,,,0.8319604612850082,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,505,0.852194355673678,0.8158415841584158,0.48514851485148514,0.693069306930693,0.7881188118811882,0.7564356435643564,0.5900682991837414,0.09504950495049505,0.05742574257425743,-0.2948385846245464,1.2444666373063606
gold_aspect,gold_aspect,Ключи,0,0,1,0,0,1,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Количество,1,1,1,1,0,0,0,0,0,0,,,1.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,1,1.911975332070142,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.911975332070142,1.911975332070142
gold_aspect,gold_aspect,Комиссия,4,4,4,4,0,0,0,0,0,0,,,1.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,4,1.351148912217468,1.0,0.25,0.25,0.75,0.25,0.13333333333333333,0.75,0.25,1.351148912217468,1.5529364577103444
gold_aspect,gold_aspect,Компактность,0,0,1,0,0,1,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Компания,1,1,1,1,0,0,0,0,0,0,,,1.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,1,0.4660726216097828,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,-0.4660726216097828,0.4660726216097828
gold_aspect,gold_aspect,Компенсация,1,1,3,1,0,2,0,0,0,0,,,0.3333333333333333,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,1,1.7098005401203409,2.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.7098005401203409,1.7098005401203409
gold_aspect,gold_aspect,Комплектация,37,37,53,37,0,16,0,0,0,0,,,0.6981132075471698,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,37,1.3667600965379059,1.3783783783783783,0.2972972972972973,0.5405405405405406,0.6216216216216216,0.6216216216216216,0.5786500786500787,0.24324324324324326,0.1891891891891892,-0.598628697677742,1.8797666701040447
gold_aspect,gold_aspect,Комфорт,19,19,43,19,0,24,0,0,0,0,,,0.4418604651162791,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,19,1.0434236692427046,1.0526315789473684,0.3684210526315789,0.5263157894736842,0.631578947368421,0.5789473684210527,0.4444444444444444,0.15789473684210525,0.0,-0.2645067931566461,1.3498674074527093
gold_aspect,gold_aspect,Контингент,0,0,2,0,0,2,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Конфиденциальность,0,0,2,0,0,2,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Корзина,0,0,1,0,0,1,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Корпус,0,0,1,0,0,1,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Кровать,1,1,2,1,0,1,0,0,0,0,,,0.5,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,1,1.2848767433315516,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.2848767433315516,1.2848767433315516
gold_aspect,gold_aspect,Круги,1,1,2,1,0,1,0,0,0,0,,,0.5,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,1,0.29548890609294176,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.29548890609294176,0.29548890609294176
gold_aspect,gold_aspect,Крючок,0,0,1,0,0,1,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Купель,0,0,6,0,0,5,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Кухня,1,1,1,1,0,0,0,0,0,0,,,1.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,1,1.990384465418174,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.990384465418174,1.990384465418174
gold_aspect,gold_aspect,Лежаки,0,0,8,0,0,8,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Лента,0,0,1,0,0,1,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Леска,8,8,11,8,0,3,0,0,0,0,,,0.7272727272727273,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,8,0.9967275164672174,1.0,0.5,0.5,0.625,0.625,0.4646464646464647,0.125,0.0,0.9716930611175485,1.3730147554549865
gold_aspect,gold_aspect,Лимиты,1,1,2,1,0,1,0,0,0,0,,,0.5,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,1,0.028561527840793133,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.028561527840793133,0.028561527840793133
gold_aspect,gold_aspect,Лифт,0,0,1,0,0,1,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Логистика,48,48,61,48,0,13,0,0,0,0,,,0.7868852459016393,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,48,0.8963887271975182,0.8333333333333334,0.5,0.7291666666666666,0.8541666666666666,0.8541666666666666,0.3071161048689139,0.10416666666666667,0.08333333333333333,-0.5576838996842829,1.3624466297852271
gold_aspect,gold_aspect,Магазины,5,5,5,5,0,0,0,0,0,0,,,1.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,5,1.7446680916822515,1.6,0.2,0.2,0.6,0.6,0.24999999999999997,0.4,0.2,-1.5983262317604385,2.110572078987786
gold_aspect,gold_aspect,Массаж,0,0,3,0,0,2,0,0,0,0,,,0.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,0,,,,,,,,,,,
gold_aspect,gold_aspect,Материал,1,1,1,1,0,0,0,0,0,0,,,1.0,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,1,0.019440686563029885,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.019440686563029885,0.019440686563029885
gold_aspect,gold_aspect,Мебель,11,11,17,11,0,6,0,0,0,0,,,0.6470588235294118,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,11,1.1437398386822843,1.1818181818181819,0.2727272727272727,0.6363636363636364,0.7272727272727273,0.6363636363636364,0.25925925925925924,0.2727272727272727,0.2727272727272727,0.8469782080712982,1.598322236555654
gold_aspect,gold_aspect,Меню,1,1,4,1,0,3,0,0,0,0,,,0.25,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,1,1.015912753995508,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.015912753995508,1.015912753995508
gold_aspect,gold_aspect,Места,23,23,26,23,0,2,0,0,0,1,,,0.92,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,23,0.9215299635780747,0.9130434782608695,0.4782608695652174,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.4222222222222222,0.30434782608695654,0.21739130434782608,0.506607511927027,1.358862969810007
gold_aspect,gold_aspect,Модель,11,11,27,11,0,16,0,0,0,0,,,0.4074074074074074,,,FP/UNCLEAR are not attributable to gold_aspect; precision/F1 undefined.,11,0.8049073980867185,0.8181818181818182,0.45454545454545453,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.3,0.0,0.0,0.8049073980867185,1.1004647540117576
